lot,title,artist,medium,signage,size,sale_date,auction_house,auction_name
"60","Sailing Boats at Sunrise","Brian Yates","Oil on canvas","signed lower right.","29 x 34.5 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"61","South West Landscape","Amy Elizabeth Heap","Watercolour on paper","signed lower left.","15 x 23 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"62","Portrait of Audrey Greenhalgh","Portia Mary Bennett","Watercolour and pencil","signed lower right with initials.","23.5 x 17 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"63","River Flats Muster, Mt Clere WA (2)","Bruce Malloch","Oil on paper","signed lower right  8.5 x 16 cm","","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"64","The Shadow 2006","Abdul Abdullah","Acrylic on board.","","120 x 89 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"65","Just a Few More","Ron Van Gennip","Oil on canvas","signed lower right.","37 x 47 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"66","Untitled Figural Construction","Hans Arkeveld","Wood","metal.  artist's metal signature plate attached at base  engraved H M A.","83 cm high","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"67","Untitled - Yellow Banksia 1981 (2)","Philippa Nikulinsky","Watercolour on paper","signed and dated lower right  36 x 26 cm","","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"68","Beauval 1980","Sydney Ball","Silkscreen","edition 14/50  signed and dated lower right  titled lower left.","55.5 x 75.5 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"69","Shallock 1980","Sydney Ball","Silkscreen","edition 2/50  signed and dated lower right  titled lower left.","55.5 x 75.5 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"70","Just Looking (2)","Rebecca Cool","Acrylic  pastel and collage on paper","signed lower left.","36 x 22 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"71","Angel 2002","Ross Miller","Painted terracotta","wood  signed and dated verso.","60 x 32 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"72","Budgong Creek","Arthur Merric Bloomfield Boyd","Etching and aquatint in colours edition 16/50","signed lower right  titled lower centre.","22 x 29 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"73","Untitled Two Girls in Costume","Wendy Sharpe","Gouache and watercolour on paper.","","44 x 32 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"74","Returning Fishermen","Colin Ross Parker","Oil on board","signed lower right.","59 x 27.5 cm. With Certificate of Authenticity.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"75","Untitled - Country Scene1987","Elizabeth Blair Barber","Oil on board","signed and dated lower left.","60 x 40 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"76","Kookaburra and Wren","Senior Neville Henry Pennington Cayley","Watercolour on paper","signed lower left.","32.5 x 15.5 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"77","Portrait of Billy","Harald Hansen Gallis Vike","Oil on board","","60 x 50 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"78","Untitled - Native Grasses 1981","Philippa Nikulinsky","Watercolour on paper","signed and dated lower right.","74 x 26 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"79","Untitled - Perth Scene with Tram","Portia Mary Bennett","Watercolour and pencil on paper","signed lower right.","27 x 31 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"80","Untitled - Beach Scene NSW","Stephen Mann","Oil on paper","signed lower left.","24.5 x 34.5 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"81","Wandering Ducks","Murray Gill","Mixed media on paper","signed lower centre.","55 x 77 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"82","Nouvelle Hollande (Port du Roi Georges) (Aborigines of the Albany Region)","Louis Auguste De Sainson","Lithograph","","37.5 x 30 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"83","Echidna and Dark Puddle","John Henry Olsen","Lithograph edition 38/40","signed lower right under image  titled lower centre.","69 x 50 cm (Sheet).","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"84","Two paintings: Untitled Diptych","Susan Angwin","Oil on canvas","signed verso both","60 x 50 cm (x 2)","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"85","Cicada Song edition 66/100","Robert Litchfield (Bob) Juniper","Etching","signed lower right under image  titled lower centre.","29.5 x 34 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"86","The Campsite 1894","Hal Waugh","Oil on canvas","signed and dated lower right.  75 x 100 cm In the original frame","with title-plate affixed","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"87","Untitled - Biplane in the Clouds","Jonathan Snowball","Oil on board","signed lower left.","70 x 75 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"88","Crouching Nude","William Boissevain","Oil wash and pastel on paper","signed lower right.","52 x 68 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"89","Casa del Cordon (The Constable's House) (2)","Lionel Arthur Lindsay","Etching","numbered 100  signed in the plate lower right  and under the plate  lower left.  25 x 19.5 cm","","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"90","Cosmic Turtle Series (Set of 12)","Donald Stuart Leslie Friend","Twelve Lithographs","edition 72/200   individually signed in the stone and hand signed / editioned under image. Each one","63 x 51 cm each","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"91","Still Life with Flowers in a Lustre Vase","Ann Morton","Oil on linen","signed lower right.","100 x 90 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"92","Marilyn","Esther Erlich","Mixed media on paper","signed lower right.","97 x 67 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"93","Standing Man","Howard Shelsher","Painted ceramic","signed to base.","52 cm high","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"95","Bounty (3)","Joseph Ambrose Frost","Etching","hand coloured edition 5/90  signed lower right","","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"96","Matilda Bay, Perth (2)","Joseph Ambrose Frost","Etching","hand coloured  edition 35/90   signed lower right","with the original etched copper plate.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"97","View from Ashton Park, Sydney (2)","Joseph Ambrose Frost","Etching","hand coloured A/P 55   signed lower right","with the original etched copper plate (cancelled).","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"98","Soliloquy A/P 55 (2)","Joseph Ambrose Frost","Etching","hand coloured  signed lower right","","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"99","Rose Valley - Numeralla (2)","Joseph Ambrose Frost","Etching","hand coloured  edition 15/55   signed lower right","","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"100","Pamir (4)","Joseph Ambrose Frost","Etching","hand coloured  edition 7/18   signed lower right  with the original etched copper plate","","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"101","Set Sail edition 73/90, (4)","Joseph Ambrose Frost","Etching","hand coloured","signed lower right","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"102","X 4 Athol Bay Wharf A/P (4)","Joseph Ambrose Frost","Etching","hand coloured","signed lower right","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"103","The Bounty A/P,(2)","Joseph Ambrose Frost","Etching  hand coloured  signed lower right  and initials within a cartouche on the plate","","and initials within a cartouche on the plate","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"104","Athol Bay (2)","Joseph Ambrose Frost","Etching  hand coloured  edition 35/49  signed lower right  and initials within a cartouche on the plate","","and initials within a cartouche on the plate","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"105","New Endeavour edition 5/39, (2)","Joseph Ambrose Frost","Etching","hand coloured  signed lower right","with the original etched copper plate (cancelled).","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"106","Obelisk Bay A/P 55, (3)","Joseph Ambrose Frost","Etching  hand coloured  signed lower right  and initials within a cartouche on the plate","with the original etched copper plate","","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"107","Camp Cove edition 55/105 (4)","Joseph Ambrose Frost","Etching","hand coloured","signed lower right","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"109","Platypus 2004","Trevor Turbo Brown","Oil on canvas on board","signed and dated lower right.","24 x 34 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"110","Untitled Landscape – Vignette","Billy Benn Perrurle","Synthetic polymer paint on linen","signed lower right  inscribed verso Billy Benn Bindi Inc. Mwerre Anthurre Artists BB070925.","13 x 38 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"111","Untitled Landscape - Ranges","Billy Benn Perrurle","Synthetic polymer paint on wood","signed lower right.","15 x 20 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"112","Untitled","Timothy Cook","Natural earth pigments on linen","inscribed verso Timothy Cook  Jilamara Arts and Crafts  Cat # 527-05","51 x 46 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"113","Parwalla, Near Kiwirrkurra, WA 1998","Elizabeth Nyumi Nungurrayi","Synthetic polymer paint on linen","inscribed verso: Artist's name  Warlayirti Artists Cat # 605/98","90 x 60 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"114","Ngayuku Ngura (My Country) 1990","Maureen Douglas","Synthetic polymer paint on linen.","inscribed verso Maureen Douglas #870-07 'Ngayuku Ngura' Tjala Arts' Amata.","50 x 76 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"115","Untitled","Lucy Ward","Synthetic polymer paint on linen","inscribed verso: Lucy Ward LW 9","87 x 98 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"116","Untitled 1995","Susie Bootja Bootja Napaljarri","Synthetic polymer paint on linen","inscribed verso: Artist's name  Warlayirti Artists Cat # 397/95","90 x 60 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"117","The Creation Story for Tiger's Country l 2006; The Creation Story for Tiger's Country ll 2006 (2)","Tiger Palpatja","Synthetic polymer paint on canvas","","80 x 30 cm each","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"118","Untitled - Bird Synthetic","Peggy Napangardi Jones","Polymer paint on canvas","inscribed verso: Peggy Jones Alcastan Gallery AK5850 PJ25 P99","64 x 73 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"119","Bush Medicine Dreaming","Gloria Tamerre Petyarre","Synthetic polymer paint on canvas","","71 x 40 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"120","Mina Mina c2008","Dorothy Robinson Napangardi","Synthetic polymer paint on linen","","120 x 90 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"121","Untitled Bark Painting - Emus and Tracks Circa first quarter 20thC.","Aboriginal Artist Unknown","Natural Earth pigments on eucalyptus bark","","70 x 28 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"122","Jurrumi","Blandina Barney","Natural oches on canvas.","","50 x 70 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"123","Yankirri Jukurpa","Karen Barnes Napaljarri","Acrylic on canvas","inscribed verso  Warrlukurlangu Artists 955/10.","46 x 46 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"124","Women's Business I and Women's Business II (2)","Junior Rosalind Brumby","Both Acrylic on canvas","","50 x 40 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"125","Ngatijirri Jukurrpa","Christine Ross","Acrylic on linen","inscribed verso Warlukurlangu Artists.","122 x 46 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"126","Mens Dreaming","Michael Nelson Tjakamarra","Synthetic polymer paint on canvas.","","129 x 54 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"127","Landscape Central Australia","Therese Ryder","Watercolour on paper","signed lower right","24 x 36 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"128","The Ranges, Central Australia","Steven Walbungara","Watercolour on paper","signed lower centre","17 x 36 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"129","Wak The Crow","Linda Namiyal Bopori","Natural earth pigments on Arches watercolour paper","","104 x 74 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"130","Untitled - Ghost Gum and Ranges","Gabriella Wallace","Watercolour n paper","signed lower right.","17 x 24 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"150","Still Life - Carafe, Umber 2001","Ffiona Lewis","Oil on canvas","signed lower right  also signed titled and dated verso  with artist's studio stamp.","25.5 x 35.5 cm.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"151","London Bridge; Harbour Scene, Possibly Grimsby (2)","William Lionel Wyllie","Etchings","both signed lower left under image.","30.5 x 22.5 cm; 20 x 40.5 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"152","Seated Nude","Frank Jameson","Oil on canvas","signed lower right.","75 x 62 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"153","Portrait of a Lady holding a Feather Fan Circa late 19th-early 20th century.","Chinese School","Watercolours and body colour on paper.","","58 x 43 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"154","Pyramid Peak 1987","Peter Beadle","Oil on board","signed and dated lower left.","60 x 90 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"155","The Ascent into Heaven, Qing Dynasty","Chinese School","Hand painted hanging scroll  ink and colour on silk","in a traditional rosewood frame","113 x 74 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"156","Untitled Landscape - Piedmont","Giuseppe Camino","Oil on canvas","","50 x 35 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"157","Untitled - Church Interior","Artist Unknown","Oil on canvas","signed lower right (illegibly.)","58 x 48 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"158","Untitled - Trees and Red Roofs 1883","J. De Pooter","Oil on canvas","","signed and dated lower left.","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"159","Study of a Horse","European School","Oil on canvas","","31 x 36.5 cm","05-Jun-24","McKenzies Auctioneers","Art, Aboriginal/Tribal, Books, Furniture, Rugs. (Art lots only), McKenzies Auctioneers, Perth"
"1","France Tour '95","Greg Baker","Pastel on paper","signed lower left  titled lower right","78 x 89 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"2","Apres Le Vendange","Margaret Benoit","Oil on board","signed lower right  titled verso","33 x 49 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"3","Still Life with Pink Flowers 1977","William Boissevain","Oil on board","signed and dated lower right","75 x 60 cm Provenance: Purchased directly from the artist in","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"4","The Camp","Kevin Charles (Pro) Hart","Oil on canvas on board","signed lower right","29 x 29 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"5","Painter's Grandson in the Mountains","David Boyd","Oil on linen","signed lower left","60 x 49.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"6","Maslins Beach No. 92 1974","Thomas (Tom) Gleghorn","Oil on board","signed and dated lower left","14 x 16 cm each","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"7","Swagman and his Dog","D'Arcy W. Doyle","Oil on canvas on board","signed lower right","14 x 19 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"8","East Perth from Burswood 1934","Lionel Hornabrook Jago","Oil on canvas on board","signed and dated lower left","24.5 x 48 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"9","Last Race at Winning Creek 1992","William Allan Baker","Oil on canvas","signed and dated lower left","90 x 120 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"10","Egrets Feeding","Kevin Charles (Pro) Hart","Oil on board","signed lower centre-right","44 x 60 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"11","Near Bridgetown 1998","George Haynes","Oil on board","signed lower left  titled and dated verso","48 x 57 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"12","'The Cape' 1999","Robert Litchfield (Bob) Juniper","Silkscreen","Edition 64/80  titled lower centre  signed and dated lower right (under image)","52 x 61 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"13","The Farm Workers","Kevin Charles (Pro) Hart","Oil on board","signed lower left","39 x 45 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"14","Seascape, Cottesloe 1947","Audrey Edith Greenhalgh","Oil on canvas on board","signed and dated lower left","30 x 38 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"15","Untitled Folk Scene Silver and Gilt 1966","Bernard Hesling","Vitreous enamel on metal panel","signed and dated lower left","66 x 87 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"16","Indian Ocean Coastline 1999","Jules Sher","Acrylic on paper","signed and dated lower right","85 x 75 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"17","Remembering Paris in the Rain 2000","Louis V. Kahan","Etching","Artist's Proof  signed and dated lower left  titled lower right","41 x 58 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"18","Red-Tailed Black Cockatoo (Calyptorhynchus Macrorhynchus)","John Gould","Original hand-coloured lithograph from 'Birds of Australia' pub. 1840-1848","with letterpress verso  inscribed in image with artist's name  title  and printer (Hullmandel)","52.5 x 34.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"19","Black Swan (Cygnus Atratus)","John Gould","Original hand-coloured lithograph from 'Birds of Australia' pub. 1840-1848","with letterpress verso  inscribed in image with artist's name  title  and printer (Hullmandel)","36 x 53 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"20","Work Horses Grazing ' Goldfields 1983","Bruce Malloch","Oil on board","signed and dated lower right","26 x 20 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"21","Untitled Landscape, 1964","Harald Hansen Gallis Vike","Oil on hardboard","signed and dated lower left  signed Billy S. Vike","59.5 x 75 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"22","Still Life with Empire Table, 1992","Mike Green","Watercolour","signed and dated lower right","96 x 80 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"23","Two Early 20th Century Views, likely Sydney Harbour","Australian School","Oil on Windsor & Newton artist board","","23 x 15 cm (oval)","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"24","Landscape ' Tuscany c1990","Douglas Kirsop","Watercolour on paper","signed lower left","50 x 71 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"25","Farmhouse, Catalonia Spain","Alan Marshall","Oil on canvas on board","","23 x 23 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"26","Batavia","Leon Pericles","Etching","aquatint and collage  Edition 18/150  signed lower right  titled lower centre","68 x 33 cm (image)","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"27","Sailing Vessel, Mandurah Jetty 1921","Walter Paterson Meston","Oil on canvas","signed and dated lower right","39 x 55 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"28","Gillian","David Bromley","Acrylic and metallic leaf on canvas","signed lower right within image","90.5 x 60.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"29","Illyarrie Blossom 1992","Jude Taylor","Linocut Edition 2/20","signed and dated lower right under image  monogram lower right within image  titled lower centre","42 x 31 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"30","Large Poppies on a Gold Ground","Nick Economo","Acrylic and gold leaf on board","signed lower right","120 x 90 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
